id,release_date,title,production_budget,domestic_gross,worldwide_gross,year,movie_id,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,roi,profit_musd,intl_share
15,2016-09-23,Storks,70000000.0,72679278.0,183353431.0,2016,tt4624424,87.0,"Adventure,Animation,Comedy",6.8,50448,WB,110700000.0,1.6193347285714286,113.353431,0.6036668985031122
21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,2014,tt0829150,92.0,"Action,Drama,Fantasy",6.3,164829,Uni.,160800000.0,2.1463103285714284,150.241723,0.7417251974566575
25,2011-01-14,The Dilemma,70000000.0,48475290.0,70546865.0,2011,tt1578275,111.0,"Comedy,Drama",5.3,48148,Uni.,21200000.0,0.007812357142857143,0.546865,0.30426855776273054
29,2012-06-15,Rock of Ages,70000000.0,38518613.0,61031932.0,2012,tt1336608,123.0,"Comedy,Drama,Musical",5.9,69910,WB (NL),20900000.0,-0.12811525714285715,-8.968068,0.35174163355176263
36,2016-01-29,The Finest Hours,70000000.0,27569558.0,49252761.0,2016,tt2025690,117.0,"Action,Drama,History",6.8,55981,BV,24500000.0,-0.2963891285714286,-20.747239,0.4705244473171829
37,2013-10-18,Escape Plan,70000000.0,25135965.0,103735965.0,2013,tt1211956,115.0,"Action,Crime,Mystery",6.7,211587,LG/S,112200000.0,0.48194235714285716,33.735965,0.8169746358865283
38,2011-09-23,Killer Elite,70000000.0,25124986.0,65409046.0,2011,tt1448755,116.0,"Action,Crime,Thriller",6.5,117711,ORF,31300000.0,-0.06558505714285714,-4.590954,0.5547187907144541
42,2014-01-10,The Legend of Hercules,70000000.0,18848538.0,58953319.0,2014,tt1043726,99.0,"Action,Adventure,Fantasy",4.2,50352,LG/S,42400000.0,-0.15780972857142858,-11.046681,0.6922614218154889
47,2015-01-16,Blackhat,70000000.0,8005980.0,19665004.0,2015,tt2717822,133.0,"Action,Crime,Thriller",5.4,48427,Uni.,11600000.0,-0.7190713714285715,-50.334996,0.591656219173946
50,2010-07-09,Despicable Me,69000000.0,251513985.0,543464573.0,2010,tt1323594,95.0,"Animation,Comedy,Family",7.7,464511,Uni.,291600000.0,6.87629815942029,474.464573,0.5369038692678849
51,2010-07-30,Dinner for Schmucks,69000000.0,73026337.0,86796502.0,2010,tt0427152,114.0,Comedy,5.9,91546,P/DW,13800000.0,0.2579203188405797,17.796502,0.15893794989877322
52,2018-03-02,Red Sparrow,69000000.0,46874505.0,145951861.0,2018,tt2873282,140.0,"Action,Drama,Thriller",6.6,136738,Fox,104700000.0,1.1152443623188406,76.951861,0.6907494106611135
53,2010-06-30,The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,2010,tt1325004,124.0,"Adventure,Drama,Fantasy",5.0,211733,Sum.,398000000.0,9.383865117647058,638.102828,0.5697665130185328
55,2015-06-26,Ted 2,68000000.0,81476385.0,217214143.0,2015,tt2637276,115.0,Comedy,6.3,165843,Uni.,135200000.0,2.194325632352941,149.214143,0.6239720124553491
57,2011-02-25,Hall Pass,68000000.0,45060734.0,87173475.0,2011,tt0480687,105.0,"Comedy,Romance",5.9,113775,WB (NL),38100000.0,0.2819628676470588,19.173475,0.45814891436624405
62,2017-12-22,Downsizing,68000000.0,24449754.0,54462971.0,2017,tt1389072,135.0,"Drama,Sci-Fi",5.7,74815,Par.,30600000.0,-0.19907395588235294,-13.537029,0.5558607945822973
65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,2012,tt1611224,105.0,"Action,Fantasy,Horror",5.9,142853,Fox,79000000.0,1.0368848888888889,69.98973,0.6780002038978334
70,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,2014,tt2369135,132.0,"Action,Crime,Thriller",6.5,154909,BV,159700000.0,1.9419639242424243,128.169619,0.785660318742834
73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,2012,tt0443272,150.0,"Biography,Drama,History",7.4,228701,BV,93100000.0,3.2053274,208.346281,0.338166740997363
77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,2018,tt5220122,97.0,"Adventure,Animation,Comedy",6.3,42299,Sony,361100000.0,7.108922492307692,462.079962,0.6831251175794347
82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,2014,tt1809398,137.0,"Biography,Drama,Sport",7.2,129981,Uni.,47800000.0,1.5158126769230769,98.527824,0.29246583235791185
84,2010-11-05,Due Date,65000000.0,100539043.0,211739043.0,2010,tt1231583,95.0,"Adventure,Comedy",6.5,303523,WB,111200000.0,2.2575237384615385,146.739043,0.5251747548514234
96,2012-05-16,The Dictator,65000000.0,59650222.0,180148897.0,2012,tt1645170,83.0,Comedy,6.4,250976,Par.,119700000.0,1.7715214923076923,115.148897,0.6674092658775744
98,2012-02-17,This Means War,65000000.0,54760791.0,156974557.0,2012,tt1596350,103.0,"Action,Comedy,Romance",6.3,167438,Fox,101700000.0,1.4149931846153847,91.974557,0.6500031052508228
4,2012-09-14,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,2012,tt1855325,95.0,"Action,Horror,Sci-Fi",5.4,125191,SGem,197700000.0,2.7022712153846156,175.647629,0.8235937539699499
14,2014-01-24,"I, Frankenstein",65000000.0,19075290.0,74575290.0,2014,tt1418377,92.0,"Action,Fantasy,Horror",5.1,74910,LGF,52100000.0,0.14731215384615384,9.57529,0.7319956125222672
27,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,2011,tt1411704,95.0,"Adventure,Animation,Comedy",5.4,28893,Uni.,75900000.0,1.9945649682539683,125.657593,0.41253294658505474
28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,2017,tt1961175,112.0,"Action,Thriller",6.2,57793,LGF,31000000.0,0.0842879365079365,5.31014,0.46096877733563435
33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2015,tt3460252,168.0,"Crime,Drama,Mystery",7.8,434966,Wein.,101600000.0,1.3849175161290324,85.864886,0.6524639478990584
36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,2014,tt2267998,149.0,"Drama,Mystery,Thriller",8.1,761592,Fox,201600000.0,5.042085065573771,307.567189,0.5457983437722185
38,2015-09-18,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,2015,tt4046784,131.0,"Action,Sci-Fi,Thriller",6.3,201143,Fox,230600000.0,4.09124855737705,249.566162,0.7383992104546364
39,2013-08-02,2 Guns,61000000.0,75612460.0,132493015.0,2013,tt1272878,109.0,"Action,Comedy,Crime",6.7,182025,Uni.,56300000.0,1.1720166393442624,71.493015,0.4267981963189831
50,2016-09-09,Sully,60000000.0,125070033.0,238524556.0,2016,tt3263904,96.0,"Biography,Drama",7.5,202718,WB,115700000.0,2.9754092666666665,178.524556,0.4805415298506023
67,2010-08-13,Eat Pray Love,60000000.0,80574010.0,206598789.0,2010,tt0879870,133.0,"Drama,Romance",5.8,77709,Sony,124000000.0,2.44331315,146.598789,0.6061376027189378
68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,tt0790724,130.0,"Action,Crime,Thriller",7.0,284547,Par.,138300000.0,2.6228456,157.370736,0.6333266193689983
71,2011-09-09,Contagion,60000000.0,75658097.0,137551594.0,2011,tt1598778,106.0,"Action,Drama,Thriller",6.6,201536,WB,59800000.0,1.2925265666666668,77.551594,0.4414649350935441
80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,2016,tt3300542,99.0,"Action,Thriller",5.9,124757,Focus,143200000.0,2.25323475,135.194085,0.6960773610268425
85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2016,tt3393786,118.0,"Action,Thriller",6.1,121892,Par.,103400000.0,1.6657748166666666,99.946489,0.6378893595835128
86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,2017,tt1469304,116.0,"Action,Comedy,Crime",5.6,137528,Par.,119800000.0,1.93106305,115.863783,0.6735627725026668
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,tt2446980,124.0,Drama,6.6,118086,Fox,44700000.0,0.68556765,41.134059,0.4419125611836344
89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,2012,tt1623288,92.0,"Adventure,Animation,Comedy",7.0,87250,Focus,51100000.0,0.8019943666666667,48.119662,0.477110591368681
94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,2014,tt0787474,96.0,"Adventure,Animation,Comedy",6.8,50763,Focus,58400000.0,0.86577085,51.946251,0.5346158988451793
95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,2017,tt1648190,95.0,"Action,Adventure,Fantasy",5.7,107518,Sony,62500000.0,0.89102545,53.461527,0.5521136788814088
97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,2014,tt1205537,105.0,"Action,Drama,Thriller",6.2,114913,Par.,84900000.0,1.1896235333333334,71.377412,0.626672732720935
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,tt6266538,132.0,"Biography,Comedy,Drama",7.2,72855,Annapurna,28200000.0,0.18138618333333334,10.883171,0.37087557753021116
4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,2013,tt1321870,113.0,"Action,Crime,Drama",6.7,195560,WB,59200000.0,0.73501505,44.100903,0.5627328122839402
5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,2017,tt2398241,90.0,"Adventure,Animation,Comedy",6.0,15612,Sony,152200000.0,2.292976433333333,137.578586,0.771725901902929
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,tt1213641,141.0,"Biography,Drama,History",7.4,120009,Uni.,60800000.0,0.7533970833333333,45.203825,0.5750140597084953
8,2010-01-29,Edge of Darkness,60000000.0,43313890.0,82812456.0,2010,tt1226273,117.0,"Crime,Drama,Mystery",6.6,84753,WB,37800000.0,0.3802076,22.812456,0.46601143158095365
18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,2012,tt2083383,111.0,"Drama,Sport",6.8,56129,WB,13200000.0,-0.20301811666666666,-12.181087,0.2695905697382094
26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,2013,tt1538403,130.0,"Action,Fantasy,Horror",5.9,121936,SGem,64200000.0,0.26609278333333336,15.965567,0.6731999851392676
29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,2011,tt0822847,87.0,"Action,Adventure,Fantasy",5.7,108320,SGem,49200000.0,0.4025671,24.154026,0.6280587065365822
48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,2015,tt3045616,107.0,"Action,Comedy,Crime",5.5,61366,LGF,39600000.0,-0.4933977666666667,-29.603866,0.8372777360618946
54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,2018,tt2296777,86.0,"Adventure,Animation,Comedy",5.1,8030,Par.,47100000.0,0.48351950847457625,28.527651,0.5213471686105703
56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,2016,tt1431045,108.0,"Action,Adventure,Comedy",8.0,820847,Fox,420000000.0,12.810786086206896,743.025593,0.5363500322165671
57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,tt2179136,133.0,"Action,Biography,Drama",7.3,401915,WB,197300000.0,8.436661586206897,489.326372,0.3604137653784791
58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,tt1051904,103.0,"Adventure,Comedy,Family",6.3,72858,Sony,70100000.0,1.7397469655172413,100.905324,0.46680597328918905
61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,2012,tt0485985,125.0,"Action,Adventure,Drama",5.9,31815,Fox,489000.0,-0.1316293448275862,-7.634502,0.009709050723476168
63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,2013,tt2234155,119.0,Comedy,6.3,179817,Fox,48800000.0,0.6150476551724138,35.672764,0.5220772117105684
70,2010-09-10,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,2010,tt1220634,96.0,"Action,Adventure,Horror",5.9,153270,SGem,240100000.0,4.145638086956522,238.37419,0.7997240342546219
71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,2012,tt1232200,116.0,Comedy,5.6,83009,Sony,20800000.0,0.010178,0.585235,0.3602911422647856
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,2014,tt2180411,125.0,"Adventure,Comedy,Drama",6.0,123577,BV,85100000.0,2.7921067793594307,156.916401,0.3993385864330032
84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,2018,tt1727824,134.0,"Biography,Drama,Music",8.0,345466,Fox,687200000.0,15.272460763636364,839.985342,0.7605948648298244
91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,2017,tt4465564,118.0,"Drama,Romance",4.6,81706,Uni.,267000000.0,5.934518036363636,326.398492,0.6999900192434335
92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,2013,tt1535109,134.0,"Biography,Drama,Thriller",7.8,387402,Sony,111700000.0,3.0117851636363637,165.648184,0.510426927708289
96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,2014,tt0455944,132.0,"Action,Crime,Thriller",7.2,302302,Sony,90800000.0,2.507338618181818,137.903624,0.47210342425868507
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,2018,tt4477536,105.0,"Drama,Romance,Thriller",4.5,43893,Uni.,271500000.0,5.751829436363637,316.350619,0.7300197231700678
99,2010-04-09,Date Night,55000000.0,98711404.0,152269033.0,2010,tt1279935,88.0,"Comedy,Crime,Romance",6.3,144683,Fox,53600000.0,1.7685278727272726,97.269033,0.35191061596412043
16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,2013,tt1621039,91.0,"Adventure,Animation,Comedy",5.9,20934,Rela.,54600000.0,1.0070376727272727,55.387072,0.4947871545280093
20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,2014,tt2281587,107.0,"Adventure,Comedy,Crime",6.4,29018,BV,29200000.0,0.44204183636363636,24.312301,0.36327944949428453
22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,2016,tt4302938,101.0,"Action,Adventure,Animation",7.8,105578,Focus,21900000.0,0.40996585454545453,22.548122,0.31320127051597035
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,2010,tt1126591,119.0,"Drama,Music,Musical",6.4,71021,SGem,50100000.0,0.6464122727272728,35.552675,0.5595223756180921
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,2010,tt1586713,,Drama,7.0,45,SGem,50100000.0,0.6464122727272728,35.552675,0.5595223756180921
27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,2012,tt1298649,102.0,"Action,Comedy,Horror",5.7,115757,Fox,32900000.0,0.22054627272727273,12.130045,0.4891975079178624
33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,tt2554274,119.0,"Drama,Fantasy,Horror",6.5,119287,Uni.,43600000.0,0.3630337090909091,19.966854,0.5837436497795163
34,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,2012,tt1430626,88.0,"Adventure,Animation,Comedy",6.7,41958,Sony,92000000.0,1.4753382727272728,81.143605,0.747656709780941
59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,tt1355683,123.0,"Biography,Crime,Drama",6.9,155847,WB,37200000.0,0.8648655094339622,45.837872,0.3728363539659435
66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,tt1790885,157.0,"Drama,Thriller",7.4,251072,Sony,37100000.0,1.564046380952381,82.112435,0.2793238970342548
70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,2010,tt0817230,125.0,"Comedy,Romance",5.7,107171,WB (NL),106000000.0,3.1840255384615386,165.569328,0.48963983544147455
72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,2011,tt1488555,112.0,"Comedy,Fantasy",6.3,155374,Uni.,38400000.0,0.4614820576923077,23.997067,0.5076449612575678
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,tt4244998,96.0,"Adventure,Drama,Family",6.7,41882,Studio 8,62300000.0,0.9534288823529412,48.624873,0.6347338227412984
81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,2011,tt1385826,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,Uni.,65400000.0,1.5285124501992031,76.731325,0.5113543936542952
84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,2012,tt1637725,106.0,"Comedy,Fantasy",6.9,538367,Uni.,330600000.0,10.12033254,506.016627,0.6018944491240251
85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,2014,tt2294449,112.0,"Action,Comedy,Crime",7.0,319504,Sony,139600000.0,5.62667752,281.333876,0.42134576648630684
91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,2016,tt1489889,107.0,"Action,Comedy,Crime",6.3,138872,WB (NL),89500000.0,3.3438961,167.194805,0.4125548108452095
92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,2013,tt1229340,119.0,Comedy,6.3,156116,Par.,46300000.0,2.44371508,122.185754,0.2666241189087827
93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,2011,tt1650062,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575,Par.,133100000.0,4.1594549,207.972745,0.5117180374099256
96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,2018,tt6343314,130.0,"Drama,Sport",7.2,72503,MGM,98300000.0,3.27183044,163.591522,0.4593116915725823
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,2018,tt5117670,95.0,"Adventure,Animation,Comedy",6.6,27908,Sony,236000000.0,5.94272954,297.136477,0.6719165499688551
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,tt7959026,116.0,"Crime,Drama,Thriller",7.1,58955,WB,68700000.0,2.41715352,120.857676,0.3982506951257193
2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,2014,tt2024469,106.0,"Action,Mystery,Thriller",7.0,234717,Uni.,130600000.0,3.4476611,172.383055,0.5873829776592977
7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,2017,tt4877122,86.0,"Adventure,Animation,Comedy",3.2,47294,Sony,131699999.0,3.33124624,166.562312,0.6047123104807728
9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,tt6294822,116.0,"Biography,Drama,History",7.2,108017,Fox,97900000.0,2.5949776,129.74888,0.5444834103246223
14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,2011,tt1389137,124.0,"Comedy,Drama,Family",7.1,126849,Fox,44500000.0,1.37458146,68.729073,0.37044883830990416
15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,2011,tt1210166,133.0,"Biography,Drama,Sport",7.6,326657,Sony,34600000.0,1.2260167,61.300835,0.3139589449861537
26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,2012,tt1605630,113.0,Comedy,6.7,192250,Uni.,178000000.0,3.73598422,186.799211,0.7582249247403191
32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,tt3532216,115.0,"Action,Biography,Comedy",7.2,131043,Uni.,83500000.0,1.71138424,85.569212,0.6192432624849824
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,tt1872194,141.0,"Crime,Drama",7.4,162952,WB,37300000.0,0.52238776,26.119388,0.44184163002934823
45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,2016,tt2005151,114.0,"Comedy,Crime,Drama",7.1,154029,WB,43200000.0,0.72469006,36.234503,0.5009594591252045
56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,2016,tt3799694,116.0,"Action,Comedy,Crime",7.4,240337,WB,26500000.0,0.19193494,9.596747,0.4222316062090225
59,2010-06-04,Marmaduke,50000000.0,33644788.0,89895930.0,2010,tt1392197,87.0,"Comedy,Family",4.2,13283,Fox,50100000.0,0.7979186,39.89593,0.5982461857805408
61,2010-10-15,Hereafter,50000000.0,32746941.0,108660270.0,2010,tt1212419,129.0,"Drama,Fantasy,Romance",6.5,87288,WB,72500000.0,1.1732054,58.66027,0.6888561255191256
64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,2016,tt1608290,101.0,Comedy,4.7,59914,Par.,27900000.0,0.10697386,5.348693,0.4916412788572946
70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,2015,tt2199571,114.0,"Action,Drama,Thriller",6.6,94131,WB,45200000.0,0.33923288,16.961644,0.6307418791564424
78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,2011,tt1240982,102.0,"Adventure,Comedy,Fantasy",5.5,92940,Uni.,3300000.0,-0.47756724,-23.878362,0.13254904465276066
79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,2016,tt3774114,134.0,"Biography,Drama,Thriller",7.3,119149,ORF,15700000.0,-0.29238164,-14.619082,0.42105241702994506
80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,2011,tt1462041,84.0,"Drama,Mystery,Thriller",6.0,59714,Uni.,17200000.0,-0.16715668,-8.357834,0.44672609508928546
81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,2016,tt1124037,139.0,"Action,Biography,Drama",6.9,45135,STX,4200000.0,-0.53525496,-26.762748,0.16793258514302017
91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,2011,tt1502404,104.0,"Action,Fantasy,Thriller",5.4,90203,Sum.,18200000.0,-0.17914834,-8.957417,0.6292997902253353
98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,2018,tt4701724,89.0,"Adventure,Animation,Comedy",6.1,15882,LGF,46400000.0,-0.0942822,-4.71411,0.8487668661317582
2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,2015,tt1014763,137.0,"Crime,Drama,History",6.5,59477,LG/S,11700000.0,-0.83991558,-41.995779,0.9052693640598778
11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,2015,tt1823672,120.0,"Action,Crime,Drama",6.8,213733,Sony,70500000.0,1.1428991020408164,56.002056,0.6907074125387085
13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,2012,tt1781769,129.0,"Drama,Romance",6.6,84668,Focus,56100000.0,0.44907402040816324,22.004627,0.8140301417803989
20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,2018,tt7401588,118.0,"Comedy,Drama",7.4,46728,Par.,53200000.0,1.4945039166666667,71.736188,0.44126220665425564
23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,2010,tt0808510,101.0,"Comedy,Family,Fantasy",5.0,37939,Fox,52400000.0,1.3460497083333334,64.610386,0.4660998797248829
32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,2016,tt1355631,127.0,"Biography,Crime,Drama",7.0,61547,BG,,-0.5638293894736842,-26.781896,
34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,tt2543164,116.0,"Drama,Mystery,Sci-Fi",7.9,515483,Par.,102800000.0,3.321870085106383,156.127894,0.505541932123924
40,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0,2010,tt1075747,81.0,"Action,Drama,Fantasy",4.7,51860,WB,356000.0,-0.7654745531914894,-35.977304,0.03265121340989004
48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,2013,tt1392214,153.0,"Crime,Drama,Mystery",8.1,526273,WB,61100000.0,1.4652674347826087,67.402302,0.5004000661674667
54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,2012,tt1397280,92.0,"Action,Thriller",6.3,273106,Fox,236300000.0,7.395720088888889,332.807404,0.6281996727582159
58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,tt4765284,93.0,"Comedy,Music",5.8,45127,Uni.,80500000.0,3.1274758222222223,140.736412,0.4342021169321943
64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,2011,tt1204342,103.0,"Adventure,Comedy,Family",7.1,82752,BV,76600000.0,2.5771538222222223,115.971922,0.46360764142081773
73,2010-03-19,The Bounty Hunter,45000000.0,67061228.0,135808837.0,2010,tt1038919,110.0,"Action,Comedy,Romance",5.6,112444,Sony,69300000.0,2.0179741555555557,90.808837,0.508208975648122
81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,2016,tt1711525,105.0,Comedy,5.8,59253,Par.,59700000.0,1.0294066444444445,46.323299,0.5215454441590204
90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,2014,tt1086772,117.0,"Comedy,Romance",6.5,106491,WB,81700000.0,1.8442386888888889,82.990741,0.638327424012648
91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,2017,tt1666185,139.0,"Biography,Drama,Music",5.8,18541,LG/S,,0.21948566666666666,9.876855,
11,2010-02-19,The Ghost Writer,45000000.0,15541549.0,65532491.0,2010,tt1139328,128.0,"Drama,Mystery,Thriller",7.2,148274,Sum.,44700000.0,0.4562775777777778,20.532491,0.7420127925329411
15,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,2012,tt1343727,95.0,"Action,Crime,Sci-Fi",7.1,234616,LGF,22200000.0,-0.07849764444444444,-3.532394,0.62333787097097
16,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0,2011,tt0376136,119.0,"Comedy,Drama",6.2,94787,FD,10800000.0,-0.5212281777777777,-23.455268,0.45169734688453256
18,2018-12-21,Welcome to Marwen,45000000.0,10763520.0,12874922.0,2018,tt3289724,116.0,"Biography,Comedy,Drama",6.1,8920,Uni.,2100000.0,-0.7138906222222222,-32.125078,0.16325236016269265
19,2011-10-21,Johnny English Reborn,45000000.0,8406711.0,164640401.0,2011,tt1634122,101.0,"Action,Adventure,Comedy",6.3,110824,Uni.,151800000.0,2.6586755777777777,119.640401,0.9475258499002579
27,2012-10-12,Argo,44500000.0,136025503.0,227140757.0,2012,tt1024648,120.0,"Biography,Drama,Thriller",7.7,534683,WB,96300000.0,4.104286674157303,182.640757,0.4145046443738895
31,2010-07-30,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,2010,tt1438254,99.0,"Drama,Fantasy,Romance",6.5,55016,Uni.,17000000.0,0.10177463636363636,4.478084,0.35265127271948044
35,2013-06-28,The Heat,43000000.0,159581587.0,229727774.0,2013,tt2404463,117.0,"Action,Comedy,Crime",6.6,153501,Fox,70300000.0,4.342506372093023,186.727774,0.30580961667016854
42,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,2011,tt0472399,93.0,"Action,Crime,Thriller",6.6,141254,CBS,47000000.0,0.7964092470588235,33.847393,0.6174339869139202
44,2012-03-16,21 Jump Street,42000000.0,138447667.0,202812429.0,2012,tt1232829,109.0,"Action,Comedy,Crime",7.2,477771,Sony,63100000.0,3.8288673571428573,160.812429,0.31307730294888503
51,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,2017,tt2334871,90.0,"Action,Adventure,Comedy",4.5,29997,Fox,15000000.0,0.37743278571428573,15.852177,0.24649898315882793
52,2012-10-12,Here Comes the Boom,42000000.0,45290318.0,73239258.0,2012,tt1648179,105.0,"Action,Comedy,Sport",6.4,81761,Sony,27800000.0,0.7437918571428571,31.239258,0.3803513346323107
55,2011-03-11,Red Riding Hood,42000000.0,37662162.0,91678442.0,2011,tt1486185,100.0,"Fantasy,Horror,Mystery",5.5,102369,WB,51500000.0,1.1828200476190476,49.678442,0.5775992735573191
64,2012-01-27,Man on a Ledge,42000000.0,18620000.0,49621440.0,2012,tt1568338,102.0,"Action,Adventure,Crime",6.6,137507,LG/S,27600000.0,0.18146285714285715,7.62144,0.597144093466032
